56281.9, 41012.3, 80634.6
56129.3, 40827.1, 80951.1
56251.8, 40755.8, 80649.2
56193.2, 41136.8, 80865.5
56230.9, 40498.3, 80666.7
56070.2, 40516.2, 81036.8
56038.4, 40162.6, 81066.3
56224.1, 40175.9, 80656.9
56207.7, 39853.2, 80639.9
56003.8, 39808.9, 81096.3
55960, 39409.9, 81074.6
56192, 39464.4, 80612.5
56153, 39078.5, 80575.2
55910.9, 39013.3, 81050.9
55855.1, 38599.6, 81008.2
56117, 38685.5, 80497.2
56071.6, 38294.5, 80413.7
55785.3, 38193.3, 80960.7
55709.5, 37736.9, 80899.7
56021.3, 37839.7, 80331.6
55955.4, 37389.9, 80239.4
55623, 37280.5, 80835.1
55544, 36837.3, 80756.9
55901.4, 36954.5, 80142.3
55842.5, 36520.9, 80045.5
55461.7, 36394.7, 80672.4
55368.5, 35918.7, 80575.7
55760.7, 36049.6, 79952.2
55659.5, 35586.9, 79846.3
55273.6, 35446.1, 80477
55160.2, 34966, 80374.2
55572.2, 35098.2, 79760
55459.6, 34621.8, 79655
55036.8, 34491.9, 80264.1
54862.9, 34008.1, 80214.2
55284.6, 34125.8, 79617.6
55110.7, 33631.3, 79580.1
54703.4, 33515.2, 80175.5
54571.8, 33026.8, 80093.1
55009.5, 33129.8, 79463.8
54904.9, 32631.5, 79344.4
54441.7, 32540.2, 80011.5
54359.5, 32115.9, 79951.1
54792.1, 32182.5, 79291.9
54685.5, 31734.8, 79246.1
54274.4, 31694.6, 79895.5
54205.2, 31219.6, 79765.1
54636.1, 31248.1, 79129.8
54586.9, 30764.4, 79012.9
54122.1, 30757.9, 79625
54162.2, 30296.4, 79377.4
54627, 30320.9, 78793.9
54669.1, 29888.9, 78575.2
54195.1, 29847.5, 79123.6
54271.8, 29426.1, 78873.2
54807.2, 29468.4, 78293.7
54942.3, 29044.8, 78007.5
54353.4, 29001.6, 78640
54456.1, 28494.9, 78437.5
55071.1, 28531.6, 77831.6
55210.8, 28011.3, 77671.7
54600.3, 27975.5, 78276.5
54733.8, 27438.6, 78171.1
55344.8, 27472.7, 77549.5
55504.6, 26935.2, 77449
54881.7, 26897.9, 78086.8
55041.3, 26337.5, 78003.7
55658.8, 26364, 77382.8
55820, 25794.8, 77321.4
55218.3, 25775.6, 77935.2
55398.1, 25204.8, 77894.1
56002.8, 25230.7, 77254.7
56199.9, 24665.8, 77200
55589.5, 24632.4, 77866.6
55783.4, 24033.5, 77863
56397.9, 24071.7, 77172.3
56588.8, 23471.2, 77135
55980.5, 23432.4, 77861.7
56175, 22837.4, 77878.7
56788.2, 22886, 77166.1
56970.1, 22296.4, 77183.1
56377, 22245.5, 77905
56603.7, 21572, 77915
57199.2, 21607.7, 77175.2
57444.6, 20919.7, 77180.5
56852, 20903.3, 77943.5
57069.1, 20259.7, 77999.5
57670.5, 20281.8, 77189.7
57895.1, 19641.5, 77198
57278.6, 19611.5, 78051.1
57481.6, 18918.6, 78134
58081.1, 18946.2, 77260.2
58254.2, 18245.9, 77312.9
57669, 18221.1, 78203.7
57867.6, 17506.2, 78226.6
58459.3, 17541.5, 77330.9
58650.9, 16835.9, 77338.8
58066.3, 16792.9, 78252.2
58258.7, 16045.3, 78299.1
58831.9, 16074, 77369.5
59005.2, 15306.7, 77392.5
58425, 15291.3, 78330
58562.9, 14560, 78359.4
59172.6, 14581.7, 77419.7
59258.9, 13842, 77407.5
58694.6, 13824.9, 78382.2
58806, 13026.7, 78391.5
59365.5, 13053.2, 77416.7
59449.4, 12259.7, 77414.5
58901.8, 12226.6, 78390.5
59003.2, 11437.1, 78391.4
59533.6, 11469.8, 77366.8
59574.7, 10676.9, 77298.6
59040.5, 10638.9, 78348.4
59074.4, 9834.58, 78293.9
59632.6, 9876.77, 77252.4
59640, 9074.58, 77176.3
59092.4, 9027.37, 78238.7
59118.3, 8200.79, 78185
59619.5, 8253.8, 77107.7
59546.9, 7434.36, 77015.4
59081.2, 7371.59, 78098.8
59068.7, 6567.67, 78002.9
59516.1, 6630.43, 76896.1
59472.1, 5830.45, 76768.3
58974, 5771.53, 77865.1
58940.4, 4942.72, 77760.6
59409.7, 5007.47, 76641.3
59265.2, 4188.16, 76477.1
58779.9, 4121.16, 77598
58663.3, 3288.58, 77469.3
59168.5, 3362.67, 76342.7
59016.9, 2544.33, 76185.7
58510.4, 2458.86, 77327.4
58385.9, 1627.55, 77193.8
58877.3, 1712.02, 76062.1
58671.6, 888.928, 75903.6
58211.2, 799.672, 77034.8
58065.4, -42.3912, 76891.4
58496.9, 64.4926, 75735.2
58327, -760.439, 75564.6
57872.2, -873.219, 76711.2
57652.1, -1698.15, 76547.9
58138.2, -1592.43, 75417.2
57903.2, -2408.75, 75260.1
57433.9, -2514.16, 76387.5
57231.3, -3324.95, 76213.2
57702.3, -3214.15, 75097.4
57497.7, -4021.34, 74934.5
57043.1, -4143.79, 76055.6
56879.6, -4956.72, 75894
57291.9, -4823.01, 74761.9
57109.9, -5631.2, 74598.8
56644, -5761.67, 75697.6
56404.6, -6560.3, 75517.3
56884.1, -6426.29, 74426.1
56690.1, -7225.61, 74263.3
56190.4, -7366.29, 75343.8
55984.9, -8151.5, 75191.5
56445.6, -8012.61, 74100.6
56254.2, -8813.35, 73958.8
55772.5, -8937.8, 75027.6
55576.8, -9705.11, 74870.5
56062.8, -9576.13, 73811.6
55835.5, -10334.5, 73649.8
55406.1, -10477.6, 74726
55202.7, -11238.8, 74565.6
55609.6, -11082.9, 73486.4
55447.4, -11842.2, 73339.5
55020.5, -12004.7, 74405.9
54858.3, -12755.2, 74251.3
55265.8, -12590.9, 73182.2
55073.2, -13340.3, 73022.5
54645.1, -13488.5, 74072.5
54422.1, -14216.4, 73925.1
54887.7, -14065.5, 72906.3
54666, -14789.4, 72776.4
54198.2, -14942.4, 73777.7
54006.2, -15665.7, 73640.3
54454.9, -15496.7, 72615.9
54284.4, -16211.5, 72472.9
53845.8, -16400.5, 73514.6
53685.6, -17118, 73388.7
54079.5, -16919.2, 72354.8
53912.8, -17634.8, 72254.4
53496.3, -17834.1, 73250.1
53351.7, -18525.5, 73129.9
53769, -18335.9, 72136.8
53604.7, -19031.6, 72008
53205.8, -19216.9, 73002.5
53038.9, -19903.1, 72866.7
53428.1, -19716.6, 71896.4
53265.7, -20405.6, 71790.7
52873.4, -20588.5, 72742.7
52711.1, -21252.1, 72611.4
53143.6, -21068, 71668.6
52988.2, -21716.4, 71540.3
52540.6, -21912.7, 72490.6
52386.2, -22550, 72380.3
52844.5, -22345.7, 71448
52712.7, -22976.9, 71362.3
52224.8, -23179.3, 72278.5
52080.4, -23812.7, 72205.9
52554, -23614.3, 71316.1
52389, -24244.1, 71265.7
51962.6, -24449.5, 72142.5
51861.2, -25044.8, 72074
52283.6, -24844.2, 71179.9
52129, -25432.4, 71075.7
51722, -25630.1, 71984
51553.4, -26245.3, 71932.2
51955.8, -26033.1, 71056
51793.4, -26634.9, 71036.6
51396.6, -26862.9, 71891.6
51263.2, -27441.5, 71857.2
51645.5, -27218.9, 71026.1
51493.1, -27795.1, 71010.6
51122.3, -28014.9, 71822.6
50981.1, -28564.8, 71782.9
51364.8, -28357, 70990.6
51215, -28910, 70954.1
50836.4, -29112.4, 71732.9
50718.2, -29637.1, 71671.7
51096.7, -29442.6, 70917.5
50961.6, -29974.4, 70875
50612.9, -30158.7, 71615.3
50451.6, -30698.1, 71589.6
50793.8, -30516.7, 70889.1
50652.6, -31061.2, 70914.2
50287, -31238.2, 71570.4
50154.2, -31728.6, 71540.2
50536.5, -31562.1, 70904.9
50370.7, -32049.1, 70864.5
50035.2, -32221.7, 71517.6
49898.7, -32700.3, 71500.3
50239.2, -32524.2, 70864.7
50071.1, -32985.5, 70849.6
49738.1, -33172.4, 71479.1
49587.9, -33585.7, 71487.5
49944.8, -33406.9, 70888.5
49793.2, -33821.3, 70913.1
49449.9, -33999.6, 71501.3
49305.7, -34397.2, 71556
49621.9, -34218.1, 71009.2
49434.9, -34611.3, 71100.7
49148.5, -34790.5, 71606.1
